Título da checagem,Data da checagem,Natureza da notícia,Candidato(s) favorecidos(s) pela notícia falsa,Agência,Link
É falso que Marília Arraes prometeu adotar linguagem neutra e ideologia de gênero nas escolas de Pernambuco,8/24/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/24/marilia-arraes-linguagem-neutra-e-ideologia-de-genero
É falso que Polícia Federal fez exposição com dinheiro recuperado em governos do PT,8/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/25/exposicao-policia-federal-pt
"Vídeo de Bolsonaro em oração, no qual menciona ‘covil dos ursos’, não foi gravado antes de JN",8/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/25/bolsonaro-oracao-jn
Vídeo viral de apreensão não tem relação com Cristina Kirchner,8/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/25/cristina-kirchner-apreensao-argentina
Incêndio de igreja chilena não está relacionado à eleição de governo de esquerda,8/25/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/25/igreja-queimada-chile-esquerda
É falso que Globo entregou folha com respostas a Lula no Jornal Nacional,8/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/30/globo-respostas-lula-entrevista
É falsa foto de Silas Malafaia apoiando Lula exibida em vídeo viral,8/30/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/30/e-falsa-foto-de-silas-malafaia-apoiando-lula-exibida-em-video-viral
É falso que Vera Magalhães assumiu que fez pergunta porque sabia que Bolsonaro ficaria nervoso,8/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/30/vera-magalhaes-pergunta-bolsonaro
É falsa foto de Lula abraçando e beijando Suzane von Richthofen,8/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/30/falsa-foto-lula-suzane-richthofen
É falso que Vera Magalhães ganha R$ 500 mil por ano da TV Cultura,8/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/30/vera-magalhaes-malafaia-cultura
É falso que Jayme Monjardim gravou vídeo criticando Fernando Haddad,8/31/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/08/31/jayme-monjardim-haddad
É falso que empresa de pesquisas Ipec funciona dentro do Instituto Lula,8/31/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/01/ipec-instituto-lula
Vídeo sobre pendências de Lula na Justiça é antigo e está desatualizado,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/lula-pendencias-justica
É falso que Datafolha mostrou Bolsonaro com 28% das intenções de voto há quatro dias do primeiro turno de 2018,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/datafolha-bolsonaro-intencao-voto
É falso vídeo que Lula chama apoiadores de vagabundos e bandidos,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/e-falso-video-que-lula-chama-apoiadores-de-vagabundos-e-bandidos
É falso que carne está cara porque JBS fechou frigoríficos no Mato Grosso,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/falso-jbs-frigorificos-no-mato-grosso
Vídeo anunciando que Lula está fora das eleições é de 2018,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/video-lula-eleicoes-2018
É falso que Marília Arraes votou contra o Auxílio Brasil,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/marilia-arraes-auxilio-brasil
É falso que homem tatuou o ânus em protesto contra Bolsonaro,9/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/02/tatuagem-anus-protesto-bolsonaro
Lula não disse que enfermeiros só servem para dar sopa a pacientes,9/5/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/05/lula-enfermeiros-sopa
"Tarja em uniforme de atletas oculta marca do governo federal, não bandeira do Brasil",9/5/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/05/tarja-uniforme-minas
É falso que multidão de apoiadores acompanhou Bolsonaro após entrevista na RedeTV!,9/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/06/bolsonaro-rede-tv-multidao
É falso vídeo em que multidão xinga Lula no Rock in Rio,9/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/06/lula-rock-in-rio
"Presidente do CNS, filiado ao PT, não pediu suspensão do piso da enfermagem",9/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/06/cns-piso-da-enfermagem
Homem ao lado de Cristina Kirchner em foto viral não é autor de atentado,9/6/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/06/cristina-kirchner-foto-atentado
É falso que Bolsonaro foi recebido com gritos de apoio a Lula na Igreja Mundial,9/6/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/06/falso-que-bolsonaro-foi-recebido-com-gritos-de-apoio-a-lula-na-igreja-mundial
Vídeo de manifestação contra o PT é de 2013 e não foi gravado na Bahia,9/6/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/06/-manifestacao-2013-nao-bahia
É falso que arma usada em atentado contra Cristina Kirchner era uma pistola d'água,9/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/07/cristina-kirchner-pistola-agua
É antigo vídeo em que paraquedistas comentam sobre a expectativa para os atos de 7 de setembro,9/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/07/paraquedistas-atos-7-setembro
Vídeos de atos pró-Bolsonaro do 7 de setembro de 2021 circulam como se fossem atuais,9/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/07/videos-bolsonaro-7-setembro-2021-circulam-como-atuais
É falso que órgão de saúde dos EUA passou a recomendar ivermectina para Covid-19,9/7/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/08/orgao-saude-eua-ivermectina-covid-19
Áudio em gravação que mostra 'repreensão' de Bolsonaro a Michelle é falso,9/8/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/08/bolsonaro-repreendeu-michelle
TSE não proibiu governo de tomar medidas para baixar preço do combustível,9/8/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/08/tse-governo-preco-combustivel
G1 não publicou notícia de que rainha Elizabeth II elogiou Bolsonaro antes de morrer,9/8/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/08/rainha-elizabeth-bolsonaro
Documentos confirmam uso de dinheiro vivo na compra de 51 imóveis da família Bolsonaro,9/9/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/09/dinheiro-vivo-uol
Vídeo com vaias a Nando Reis teve áudio manipulado e não foi gravado no Rock in Rio,9/9/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/09/nando-reis-audio-rock-in-rio
É falso que homem que negou marmita à mulher fez foto com boné de Lula,9/12/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/12/falso-que-homem-que-negou-marmita-a-mulher-seja-eleitor-de-lula
É falso que poeta Bráulio Bessa declamou na TV Globo que não vota no PT,9/13/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/13/braulio-bessa-globo-pt
É falso vídeo em que ex-dirigente do PT teria defendido ataque a igrejas no Cidade Alerta,9/14/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/14/dirigente-pt-ataque-igrejas
Vídeo manipulado mistura campanha apartidária de 2018 com imagens de Lula,9/14/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/14/video-campanha-lula-xororo
É falso que Marcelo Freixo disse que policiais não poderão atirar “nem em bandidos”,9/15/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/15/marcelo-freixo-policiais-atirar-bandidos
É falsa foto de ministro do TSE vestindo blusa com imagem de Lula,9/16/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/16/ministro-benedito-goncalves-lula
É falso que programa de governo do PT propõe poupança fraterna e moradia social,9/16/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/16/programa-de-governo-do-pt
É falso que Datafolha se recusa a entrevistar eleitores de Bolsonaro,9/16/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/16/datafolha-entrevista-eleitor-bolsonaro
É falso que urna eletrônica realiza contagem secreta dos votos e registra ‘o que quer’ durante votação,9/16/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/16/urna-eletronica-contagem-secreta-votos
É falso vídeo em que Jornal Nacional divulga pesquisa com Bolsonaro à frente de Lula,9/19/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/19/jornal-nacional-pesquisa-bolsonaro
TSE não mandou apagar vídeo em que Bolsonaro chora ao relembrar facada,9/19/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/19/tse-nao-mandou-apagar-video-em-que-bolsonaro-chora-ao-relembrar-facada
É montagem manchete do G1 com declaração de Lula sobre empréstimos à Venezuela,9/21/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/21/lula-g1-emprestimo-venezuela
Homem que dá presente a Bolsonaro em vídeo viral não é presidente da Coreia do Sul,9/21/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/21/bolsonaro-presidente-coreia
É de 2018 vídeo de garis entregando urnas eletrônicas em local de votação no Rio de Janeiro,9/22/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/22/video-garis-urnas-eletronicas
É antigo vídeo em que prédio pega fogo durante revolta no Chile,9/26/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/26/antigo-video-fogo-chile
Não há irregularidade em vídeo que mostra urnas abertas em sindicato,9/27/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/27/urnas-sindicato-itapeva
É falso que Fabrício Queiroz é presidente de associação que contratou pesquisa favorável a Bolsonaro,9/27/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/27/queiroz-brasmarket-pesquisa
É falso vídeo que alerta sobre risco de o voto não ser computado na urna,9/28/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/28/e-falso-video-que-alerta-sobre-risco-de-o-voto-nao-ser-computado-na-urna
É falso que Exaltasamba foi expulso de palco no RJ por apoiar Lula,9/28/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/28/exaltasamba-rio-lula
É falso que urnas no interior do Rio estão carregadas com votos para Lula,9/29/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/29/urnas-cordeiro-lula
Mudança em horário de votação só vale para regiões que não seguem fuso-horário de Brasília,9/29/2022,Parcialmente verdadeira,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/29/mudanca-horario-votacao-ter
É antiga notícia da GloboNews sobre bloqueio do WhatsApp por 48 horas,9/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/30/whatsapp-bloqueio-48-horas
Comprovante de vacinação e máscaras não são obrigatórios para votar em 2022,9/30/2022,Falsa,,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/30/comprovante-de-vacinacao-votar-em-2022
É falso que TSE proibiu uso da camisa da seleção brasileira no primeiro turno das eleições,9/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/30/tse-camisa-selecao-brasileira
Rui Costa não determinou aquartelamento da PM da Bahia no dia da eleição,9/30/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/09/30/rui-costa-aquartelamento-da-pm
É falso que ministros do STF participarão de evento sobre “novo governo”,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/ministros-do-stf-novo-governo
É falso que eleitores serão presos se denunciarem erro nas urnas,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/e-falso-que-eleitores-serao-presos-se-denunciarem-erro-nas-urnas
É falso que a Polícia Federal encontrou votos computados ao conferir urnas,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/e-falso-que-a-policia-federal-encontrou-votos-computados-ao-conferir-urnas-em-brasilia
É falso que TSE ampliou número de urnas dentro dos presídios e diminuiu no exterior,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/urnas-presidios-exterior
Gravação de Gleisi comentando cenário político não foi feita após debate,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/gleisi-cenario-politico-debate
Texto viral com nove ‘propostas de Lula’ traz informações falsas sobre programa do candidato,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/propostas-programa-governo-lula
Vídeo de apresentadora do MT traz informações falsas sobre urnas e regras eleitorais,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/video-de-apresentadora-do-mt-traz-informacoes-falsas-sobre-urnas-e-regras-eleitorais
É falso que comentaristas da CNN ‘admitiram’ vitória de Bolsonaro,10/1/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/01/falso-comentaristas-cnn-admitiram-vitoria-de-bolsonaro
Jovem Pan não noticiou que Bolsonaro foi reeleito com 99% dos votos na Nova Zelândia,10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/bolsonaro-reeleito-nova-zelandia
"É de 2018 texto da Veja dizendo que Bolsonaro venceu eleição em Nagoia, no Japão, com 93% dos votos",10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/e-de-2018-texto-da-veja-dizendo-que-bolsonaro-venceu-eleicao-em-nagoia-no-japao-com-93-dos-votos
Vídeo de 'comemoração da vitória de Bolsonaro na Austrália' é de 2018 e não foi gravado no país,10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/comemoracao-vitoria-bolsonaro-australia-2018
Vídeo com pessoas cantando o Hino Nacional no metrô não foi gravado no dia das eleições,10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/video-com-pessoas-cantando-hino-nacional-no-metro-nao-foi-nas-eleicoes
Vídeo sobre falhas nos procedimentos da urna é falso,10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/falhas-procedimento-urna-e-falso
É falso que pesquisa de boca de urna mostra Bolsonaro à frente de Lula,10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/pesquisa-boca-de-urna-bolsonaro-lula
Não há irregularidade em vídeo que mostra urna transportada por táxi,10/2/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/02/urna-transportada-por-taxi
É falso que número de votos superou o de habitantes em cidade baiana,10/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/03/votos-habitantes-cidade-baiana
Áudio com acusações de fraude eleitoral não foi gravado por Ciro Gomes,10/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/03/audio-ciro-gomes
É falso que Ciro Gomes declarou apoio a Bolsonaro no 2º turno,10/3/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/03/ciro-gomes-apoio-a-bolsonaro
Smartmatic não fornece urnas eletrônicas e nem tem acesso a softwares utilizados nas eleições 2022,10/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/smartmatic-nao-fornece-urnas-eletronicas-e-nem-softwares-eleicoes-2022
Vídeo viral engana ao sustentar que Bolsonaro recebeu mais votos que Lula em Minas Gerais,10/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/bolsonaro-minas-gerais-lula
É montagem foto de Bolsonaro na maçonaria posando com quadro de Baphomet,10/4/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/bolsonaro-maconaria-baphomet
É falso que boletim de urna achado na rua em Curitiba não teve votos computados,10/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/boletim-urna-curitiba
Bolsonaro não fez tuíte dizendo que maçonaria é 'maior que cristianismo',10/4/2022,Falsa,Lula,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/bolsonaro-maconaria-cristianismo
É falso que eleitores já votaram no segundo turno das eleições 2022,10/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/eleitores-ja-votaram-no-segundo-turno
É falso que CNN Brasil noticiou que Forças Armadas podem intervir no país a qualquer momento,10/4/2022,Falsa,Jair Bolsonaro,Agência Lupa,https://lupa.uol.com.br/jornalismo/2022/10/04/cnn-forcas-armadas-intervencao
